100.000000	-4.405273	0.602194	-1.400000
109.647820	-4.405273	0.602194	-1.500000
120.226443	-4.405273	0.602194	-1.700000
131.825674	-4.405273	0.602194	-1.800000
144.543977	-4.405273	0.602194	-1.000000
158.489319	-4.454273	0.598806	-1.100000
173.780083	-4.501199	0.595580	-1.200000
190.546072	-4.501199	0.595580	-1.300000
208.929613	-4.501199	0.595580	-0.800000
229.086765	-4.501199	0.595580	-0.800000
251.188643	-4.501199	0.595580	-1.800000
275.422870	-4.501199	0.595580	-1.000000
301.995172	-4.501199	0.595580	-1.100000
331.131121	-4.501199	0.595580	-1.200000
363.078055	-4.501199	0.595580	-1.300000
398.107171	-4.501199	0.595580	-1.500000
436.515832	-4.510614	0.594935	-0.800000
478.630092	-4.550745	0.592192	0.000000
524.807460	-4.598196	0.588966	-1.000000
575.439937	-4.550745	0.592192	-1.100000
630.957344	-4.550745	0.592192	0.000000
691.830971	-4.550745	0.592192	0.000000
758.577575	-4.550745	0.592192	0.000000
831.763771	-4.550745	0.592192	0.000000
912.010839	-4.550745	0.592192	-0.900000
1000.000000	-4.550745	0.592192	0.000000
1096.478196	-4.501199	0.595580	-1.100000
1202.264435	-4.501199	0.595580	0.000000
1318.256739	-4.550745	0.592192	0.000000
1445.439771	-4.501199	0.595580	-0.800000
1584.893192	-4.501199	0.595580	-0.800000
1737.800829	-4.501199	0.595580	-0.900000
1905.460718	-4.501199	0.595580	-1.000000
2089.296131	-4.548709	0.592331	-1.100000
2290.867653	-4.548709	0.592331	-1.200000
2511.886432	-4.548709	0.592331	-1.300000
2754.228703	-4.548709	0.592331	-1.500000
3019.951720	-4.548709	0.592331	-0.800000
3311.311215	-4.501199	0.595580	-1.800000
3630.780548	-4.548709	0.592331	-1.000000
3981.071706	-4.548709	0.592331	-1.100000
4365.158322	-4.548709	0.592331	-2.400000
4786.300923	-4.501199	0.595580	-1.300000
5248.074602	-4.548709	0.592331	-1.400000
5754.399373	-4.501199	0.595580	-1.500000
6309.573445	-4.501199	0.595580	-1.700000
6918.309709	-4.501199	0.595580	-1.800000
7585.775750	-4.501199	0.595580	-2.000000
8317.637711	-4.501199	0.595580	-2.200000
9120.108394	-4.501199	0.595580	-1.200000
10000.000000	-4.501199	0.595580	-2.600000
10964.781961	-4.501199	0.595580	-3.000000
12022.644346	-4.501199	0.595580	-2.500000
13182.567386	-4.501199	0.595580	-3.600000
14454.397707	-4.550745	0.592192	-3.000000
15848.931925	-4.501199	0.595580	-4.400000
17378.008287	-4.550745	0.592192	-3.600000
19054.607180	-4.598255	0.588962	-4.000000
20892.961309	-4.598255	0.588962	-4.600000
22908.676528	-4.645706	0.585753	-5.800000
25118.864315	-4.645506	0.585767	-6.400000
27542.287033	-4.692957	0.582575	-6.000000
30199.517204	-4.692957	0.582575	-7.700000
33113.112148	-4.692957	0.582575	-8.400000
36307.805477	-4.692957	0.582575	-7.900000
39810.717055	-4.692957	0.582575	-9.100000
43651.583224	-4.692957	0.582575	-10.000000
47863.009232	-4.692957	0.582575	-10.900000
52480.746025	-4.692957	0.582575	-12.000000
57543.993734	-4.692957	0.582575	-13.100000
63095.734448	-4.692957	0.582575	-14.400000
69183.097092	-4.741331	0.579340	-15.800000
75857.757503	-4.788067	0.576231	-16.600000
83176.377110	-4.788067	0.576231	-18.200000
91201.083936	-4.838171	0.572917	-19.900000
100000.000000	-4.888566	0.569602	-21.900000
109647.819614	-4.888566	0.569602	-24.100000
120226.443462	-4.888566	0.569602	-26.400000
131825.673856	-4.981289	0.563554	-27.600000
144543.977075	-5.080530	0.557152	-30.900000
158489.319246	-5.080530	0.557152	-34.000000
173780.082875	-5.131803	0.553873	-37.300000
190546.071796	-5.180917	0.550750	-38.900000
208929.613085	-5.180917	0.550750	-42.500000
229086.765277	-5.282479	0.544347	-46.800000
251188.643151	-5.387764	0.537789	-49.900000
275422.870334	-5.295041	0.543561	-54.500000
301995.172040	-5.399064	0.537090	-59.600000
331131.121483	-5.409240	0.536461	-64.500000
363078.054770	-5.373284	0.538686	-70.800000
398107.170553	-5.338923	0.540821	-76.400000
436515.832240	-5.251162	0.546313	-84.000000
478630.092323	-5.217461	0.548437	-93.300000
524807.460250	-5.180744	0.550761	-101.300000
575439.937337	-5.201050	0.549474	-111.200000
630957.344480	-5.102546	0.555741	-122.700000
691830.970919	-5.236543	0.547234	-135.600000
758577.575029	-5.311868	0.542509	-148.400000
831763.771103	-5.503181	0.530690	-162.700000
912010.839356	-5.874724	0.508468	-178.700000
1000000.000000	-6.085396	0.496284	164.500000
