0.200000	-7.300000	-0.146830
0.500000	-7.300000	-0.132577
0.700000	-7.300000	-0.123227
1.600000	-7.300000	-0.080738
3.400000	-7.300000	0.004260
3.700000	-7.300000	0.018464
4.500000	-7.300000	0.056145
5.000000	-7.300000	0.079455
4.600000	-7.300000	0.060776
2.600000	-7.300000	-0.033387
1.700000	-7.300000	-0.075859
0.500000	-7.300000	-0.132489
-0.700000	-7.300000	-0.189060
-1.600000	-7.300000	-0.231557
-2.400000	-7.300000	-0.269235
-4.200000	-7.300000	-0.354138
-5.000000	-7.300000	-0.391758
-4.900000	-7.300000	-0.386674
-2.600000	-7.300000	-0.278232
-2.000000	-7.300000	-0.249847
-1.300000	-7.300000	-0.216800
-0.200000	-7.300000	-0.164794
1.400000	-7.300000	-0.089297
2.100000	-7.300000	-0.056229
3.200000	-7.300000	-0.004370
4.700000	-7.300000	0.066261
5.000000	-7.300000	0.080192
4.500000	-7.300000	0.056926
3.500000	-7.300000	0.009910
3.300000	-7.300000	0.000455
2.600000	-7.300000	-0.032604
1.800000	-7.300000	-0.070265
0.300000	-7.300000	-0.141049
-1.100000	-7.300000	-0.207175
-4.200000	-7.300000	-0.353452
-5.000000	-7.300000	-0.391045
-4.800000	-7.300000	-0.381710
-4.600000	-7.300000	-0.372257
-2.900000	-7.300000	-0.292085
-1.000000	-7.300000	-0.202417
1.000000	-7.300000	-0.108061
2.100000	-7.300000	-0.056229
3.200000	-7.300000	-0.004280
4.600000	-7.300000	0.061575
5.000000	-7.300000	0.080210
4.700000	-7.300000	0.065937
4.300000	-7.300000	0.047152
2.900000	-7.300000	-0.018837
1.400000	-7.300000	-0.089603
0.100000	-7.300000	-0.150953
-0.500000	-7.300000	-0.179166
-1.800000	-7.300000	-0.240731
-3.900000	-7.300000	-0.339808
-5.000000	-7.300000	-0.391595
-4.800000	-7.300000	-0.382458
-2.900000	-7.300000	-0.292867
-2.600000	-7.300000	-0.278729
-1.400000	-7.300000	-0.222066
-0.300000	-7.300000	-0.170196
0.800000	-7.300000	-0.118296
1.500000	-7.300000	-0.085282
2.000000	-7.300000	-0.061722
2.300000	-7.300000	-0.047597
1.500000	-7.300000	-0.085388
1.000000	-7.300000	-0.109076
-0.900000	-7.300000	-0.198849
-1.600000	-7.300000	-0.231916
-2.600000	-7.300000	-0.279161
-3.400000	-7.300000	-0.316944
-4.500000	-7.300000	-0.368750
-5.000000	-7.300000	-0.392246
-4.600000	-7.300000	-0.373806
-4.100000	-7.300000	-0.350297
-0.800000	-7.300000	-0.194539
1.200000	-7.300000	-0.100116
1.600000	-7.300000	-0.081392
1.800000	-7.300000	-0.071970
1.700000	-7.300000	-0.076681
0.800000	-7.300000	-0.119182
-3.500000	-7.300000	-0.322287
-5.000000	-7.300000	-0.392857
-4.900000	-7.300000	-0.388131
-3.500000	-7.300000	-0.322242
-3.200000	-7.300000	-0.308172
-2.000000	-7.300000	-0.251451
2.400000	-7.300000	-0.043842
5.000000	-7.300000	0.078455
4.900000	-7.300000	0.073419
4.700000	-7.300000	0.064063
2.300000	-7.300000	-0.048986
-1.700000	-7.300000	-0.237927
-3.100000	-7.300000	-0.304001
-4.800000	-7.300000	-0.384211
-5.000000	-7.300000	-0.393525
-4.900000	-7.300000	-0.388944
-3.900000	-7.300000	-0.341833
3.300000	-7.300000	-0.002032
5.000000	-7.300000	0.077654
