2.500000	1.250000	0.053438
0.000000	0.000000	-0.060039
2.600000	1.200000	0.058469
2.300000	1.200000	0.044388
1.700000	1.200000	0.016045
1.400000	1.200000	0.001932
0.400000	1.200000	-0.045265
-0.300000	1.200000	-0.078240
-0.900000	1.200000	-0.106605
-2.100000	1.200000	-0.163127
-4.500000	1.200000	-0.276373
-5.000000	1.200000	-0.299803
-4.900000	1.200000	-0.295038
-4.500000	1.200000	-0.276181
-3.600000	1.200000	-0.233795
-2.500000	1.200000	-0.181886
-2.400000	1.200000	-0.177219
-1.100000	1.200000	-0.115879
0.100000	1.200000	-0.059295
1.400000	1.200000	0.002106
2.700000	1.200000	0.063335
3.600000	1.200000	0.105809
4.500000	1.200000	0.148138
5.000000	1.200000	0.171577
4.500000	1.200000	0.148074
-3.700000	1.200000	-0.238690
-4.900000	1.200000	-0.295096
-5.000000	1.200000	-0.299805
-4.800000	1.200000	-0.290245
-1.500000	1.200000	-0.134637
-0.900000	1.200000	-0.106321
2.200000	1.200000	0.039887
5.000000	1.200000	0.171744
3.900000	1.200000	0.120021
2.300000	1.200000	0.044585
2.000000	1.200000	0.030410
1.300000	1.200000	-0.002658
0.200000	1.200000	-0.054540
-0.900000	1.200000	-0.106484
-2.300000	1.200000	-0.172488
-4.900000	1.200000	-0.295123
-5.000000	1.200000	-0.299754
-4.900000	1.200000	-0.294959
-2.000000	1.200000	-0.158271
-1.700000	1.200000	-0.144105
-0.100000	1.200000	-0.068564
1.100000	1.200000	-0.011989
2.500000	1.200000	0.054026
3.200000	1.200000	0.086981
3.300000	1.200000	0.091731
3.500000	1.200000	0.101181
3.600000	1.200000	0.105871
3.700000	1.200000	0.110624
3.900000	1.200000	0.119997
3.800000	1.200000	0.115192
3.700000	1.200000	0.110504
3.800000	1.200000	0.115240
3.700000	1.200000	0.110531
3.600000	1.200000	0.105809
3.300000	1.200000	0.091677
2.900000	1.200000	0.072809
2.800000	1.200000	0.068130
2.600000	1.200000	0.058610
2.700000	1.200000	0.063373
2.800000	1.200000	0.068172
2.700000	1.200000	0.063414
2.800000	1.200000	0.068007
2.700000	1.200000	0.063251
2.600000	1.200000	0.058549
1.500000	1.200000	0.006668
0.500000	1.200000	-0.040566
-0.400000	1.200000	-0.083110
-1.500000	1.200000	-0.135014
-2.200000	1.200000	-0.167981
-3.200000	1.200000	-0.215222
-3.600000	1.200000	-0.234032
-4.100000	1.200000	-0.257672
-4.500000	1.200000	-0.276422
-3.500000	1.200000	-0.229279
-3.000000	1.200000	-0.205639
-1.000000	1.200000	-0.111319
0.200000	1.200000	-0.054660
1.300000	1.200000	-0.002763
2.000000	1.200000	0.030151
2.400000	1.200000	0.049099
2.900000	1.200000	0.072631
3.200000	1.200000	0.086812
3.300000	1.200000	0.091486
3.000000	1.200000	0.077332
2.300000	1.200000	0.044341
1.700000	1.200000	0.015976
1.000000	1.200000	-0.017024
0.200000	1.200000	-0.054794
-0.300000	1.200000	-0.078397
-0.700000	1.200000	-0.097292
-1.100000	1.200000	-0.116195
-1.500000	1.200000	-0.135006
-2.100000	1.200000	-0.163352
-2.700000	1.200000	-0.191671
-3.000000	1.200000	-0.205805
-3.500000	1.200000	-0.229315
-4.300000	1.200000	-0.267133
-5.000000	1.200000	-0.300072
-4.700000	1.200000	-0.285881
-4.600000	1.200000	-0.281258
-3.300000	1.200000	-0.219990
-1.600000	1.200000	-0.139759
-0.500000	1.200000	-0.087872
0.400000	1.200000	-0.045385
1.700000	1.200000	0.015932
4.000000	1.200000	0.124385
5.000000	1.200000	0.171285
4.900000	1.200000	0.166401
4.700000	1.200000	0.156990
3.300000	1.200000	0.091095
2.000000	1.200000	0.029755
1.100000	1.200000	-0.012711
-0.000000	1.200000	-0.064645
-1.600000	1.200000	-0.140155
-2.800000	1.200000	-0.196778
-3.800000	1.200000	-0.243964
-5.000000	1.200000	-0.300517
-4.900000	1.200000	-0.295895
-4.700000	1.200000	-0.286440
-2.500000	1.200000	-0.182711
-1.800000	1.200000	-0.149714
-0.000000	1.200000	-0.064745
1.400000	1.200000	0.001322
2.200000	1.200000	0.038977
2.900000	1.200000	0.071957
3.200000	1.200000	0.086141
3.100000	1.200000	0.081204
3.000000	1.200000	0.076201
2.900000	1.200000	0.071528
2.700000	1.200000	0.062072
2.600000	1.200000	0.057291
2.200000	1.200000	0.038390
2.000000	1.200000	0.029014
1.600000	1.200000	0.010185
1.100000	1.200000	-0.013454
0.800000	1.200000	-0.027603
0.500000	1.200000	-0.041786
0.300000	1.200000	-0.051153
0.200000	1.200000	-0.055954
0.100000	1.200000	-0.060688
-0.000000	1.200000	-0.065425
-0.200000	1.200000	-0.074856
-0.100000	1.200000	-0.070286
