x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-1.045000E+00,+718.750E-03,+7.281250E+00,+750.000E-03,-3.406250E+00
-1.040000E+00,+562.500E-03,+7.281250E+00,+593.750E-03,-3.406250E+00
-1.035000E+00,+562.500E-03,+7.125000E+00,+750.000E-03,-3.406250E+00
-1.030000E+00,+718.750E-03,+7.281250E+00,+750.000E-03,-3.406250E+00
-1.025000E+00,+562.500E-03,+7.281250E+00,+593.750E-03,-3.250000E+00
-1.020000E+00,+718.750E-03,+7.281250E+00,+906.250E-03,-3.406250E+00
-1.015000E+00,+718.750E-03,+7.125000E+00,+750.000E-03,-3.250000E+00
-1.010000E+00,+718.750E-03,+7.125000E+00,+750.000E-03,-3.093750E+00
-1.005000E+00,+562.500E-03,+7.125000E+00,+750.000E-03,-3.250000E+00
-1.000000E+00,+718.750E-03,+7.281250E+00,+750.000E-03,-3.093750E+00
-995.000E-03,+562.500E-03,+7.281250E+00,+750.000E-03,-3.093750E+00
-990.000E-03,+718.750E-03,+7.281250E+00,+750.000E-03,-3.093750E+00
-985.000E-03,+562.500E-03,+7.125000E+00,+750.000E-03,-2.937500E+00
-980.000E-03,+718.750E-03,+7.281250E+00,+750.000E-03,-2.937500E+00
-975.000E-03,+718.750E-03,+7.125000E+00,+750.000E-03,-3.093750E+00
-970.000E-03,+718.750E-03,+7.281250E+00,+750.000E-03,-3.093750E+00
-965.000E-03,+718.750E-03,+7.125000E+00,+906.250E-03,-2.937500E+00
-960.000E-03,+718.750E-03,+7.281250E+00,+750.000E-03,-2.937500E+00
-955.000E-03,+718.750E-03,+7.281250E+00,+750.000E-03,-2.937500E+00
-950.000E-03,+718.750E-03,+7.125000E+00,+750.000E-03,-2.937500E+00
-945.000E-03,+718.750E-03,+7.281250E+00,+750.000E-03,-2.937500E+00
-940.000E-03,+562.500E-03,+7.281250E+00,+906.250E-03,-2.781250E+00
-935.000E-03,+718.750E-03,+7.125000E+00,+750.000E-03,-2.781250E+00
-930.000E-03,+718.750E-03,+7.125000E+00,+750.000E-03,-2.937500E+00
-925.000E-03,+718.750E-03,+7.281250E+00,+906.250E-03,-2.781250E+00
-920.000E-03,+562.500E-03,+7.125000E+00,+906.250E-03,-2.781250E+00
-915.000E-03,+562.500E-03,+7.125000E+00,+750.000E-03,-2.625000E+00
-910.000E-03,+718.750E-03,+7.281250E+00,+750.000E-03,-2.781250E+00
-905.000E-03,+718.750E-03,+7.281250E+00,+750.000E-03,-2.468750E+00
-900.000E-03,+562.500E-03,+7.125000E+00,+750.000E-03,-2.625000E+00
-895.000E-03,+718.750E-03,+7.281250E+00,+750.000E-03,-2.625000E+00
-890.000E-03,+718.750E-03,+7.125000E+00,+593.750E-03,-2.625000E+00
-885.000E-03,+718.750E-03,+7.125000E+00,+750.000E-03,-2.625000E+00
-880.000E-03,+718.750E-03,+7.281250E+00,+750.000E-03,-2.468750E+00
