-2.500000E+00,+1.251250E+00
-2.495000E+00,+1.250E-03
-2.490000E+00,-1.248750E+00
-2.485000E+00,+157.500E-03
-2.480000E+00,+1.095000E+00
-2.475000E+00,-311.250E-03
-2.470000E+00,-1.248750E+00
-2.465000E+00,+1.250E-03
-2.460000E+00,+1.251250E+00
-2.455000E+00,+1.250E-03
-2.450000E+00,-1.248750E+00
-2.445000E+00,+157.500E-03
-2.440000E+00,+1.251250E+00
-2.435000E+00,+157.500E-03
-2.430000E+00,-1.092500E+00
-2.425000E+00,+157.500E-03
-2.420000E+00,+1.251250E+00
-2.415000E+00,+1.250E-03
-2.410000E+00,-1.248750E+00
-2.405000E+00,+1.250E-03
-2.400000E+00,+1.251250E+00
-2.395000E+00,-311.250E-03
-2.390000E+00,-1.092500E+00
-2.385000E+00,+157.500E-03
-2.380000E+00,+1.095000E+00
-2.375000E+00,-155.000E-03
-2.370000E+00,-1.092500E+00
-2.365000E+00,+1.250E-03
-2.360000E+00,+1.095000E+00
-2.355000E+00,-155.000E-03
-2.350000E+00,-1.092500E+00
-2.345000E+00,+157.500E-03
-2.340000E+00,+1.095000E+00
-2.335000E+00,+1.250E-03
-2.330000E+00,-1.092500E+00
-2.325000E+00,+313.750E-03
-2.320000E+00,+1.251250E+00
-2.315000E+00,+1.250E-03
-2.310000E+00,-1.092500E+00
-2.305000E+00,+1.250E-03
-2.300000E+00,+1.095000E+00
-2.295000E+00,-155.000E-03
-2.290000E+00,-1.248750E+00
-2.285000E+00,+157.500E-03
-2.280000E+00,+1.095000E+00
-2.275000E+00,+1.250E-03
-2.270000E+00,-1.092500E+00
-2.265000E+00,+1.250E-03
-2.260000E+00,+1.095000E+00
-2.255000E+00,+157.500E-03
-2.250000E+00,-1.248750E+00
-2.245000E+00,+157.500E-03
-2.240000E+00,+1.095000E+00
-2.235000E+00,+1.250E-03
-2.230000E+00,-1.092500E+00
-2.225000E+00,-155.000E-03
-2.220000E+00,+1.251250E+00
-2.215000E+00,+1.250E-03
-2.210000E+00,-936.250E-03
-2.205000E+00,+1.250E-03
-2.200000E+00,+1.251250E+00
-2.195000E+00,-155.000E-03
-2.190000E+00,-1.092500E+00
-2.185000E+00,+1.250E-03
-2.180000E+00,+1.095000E+00
-2.175000E+00,-155.000E-03
-2.170000E+00,-1.092500E+00
-2.165000E+00,+157.500E-03
-2.160000E+00,+1.251250E+00
-2.155000E+00,+1.250E-03
-2.150000E+00,-1.092500E+00
-2.145000E+00,+157.500E-03
-2.140000E+00,+1.251250E+00
-2.135000E+00,+157.500E-03
-2.130000E+00,-1.092500E+00
-2.125000E+00,+1.250E-03
-2.120000E+00,+1.095000E+00
-2.115000E+00,+1.250E-03
-2.110000E+00,-1.092500E+00
-2.105000E+00,+1.250E-03
-2.100000E+00,+1.095000E+00
-2.095000E+00,-155.000E-03
-2.090000E+00,-1.092500E+00
-2.085000E+00,+157.500E-03
-2.080000E+00,+1.095000E+00
-2.075000E+00,-155.000E-03
-2.070000E+00,-1.092500E+00
-2.065000E+00,+157.500E-03
-2.060000E+00,+1.251250E+00
-2.055000E+00,+1.250E-03
-2.050000E+00,-1.092500E+00
-2.045000E+00,+157.500E-03
-2.040000E+00,+1.251250E+00
-2.035000E+00,+1.250E-03
-2.030000E+00,-1.092500E+00
-2.025000E+00,+1.250E-03
-2.020000E+00,+1.251250E+00
-2.015000E+00,+1.250E-03
-2.010000E+00,-1.092500E+00
-2.005000E+00,+157.500E-03
-2.000000E+00,+1.095000E+00
-1.995000E+00,-155.000E-03
-1.990000E+00,-1.405000E+00
-1.985000E+00,+1.250E-03
-1.980000E+00,+1.095000E+00
-1.975000E+00,-155.000E-03
